WindGustSpeed,Location,RainTomorrow,TempDiv,Humidity,Pressure,Location Name
44.0,0,0,11.200000000000001,33.0,1018.7,Adelaide
28.0,0,0,9.599999999999998,43.0,1020.5,Adelaide
52.0,0,0,8.600000000000001,45.0,1010.7,Adelaide
33.0,0,1,7.600000000000001,53.0,1014.2,Adelaide
41.0,0,0,3.5999999999999996,65.0,1017.6,Adelaide
28.0,0,0,6.700000000000001,45.0,1018.6,Adelaide
33.0,0,0,12.1,48.0,1020.3,Adelaide
44.0,0,0,9.299999999999999,35.0,1021.3,Adelaide
28.0,0,0,10.3,40.0,1021.1,Adelaide
26.0,0,0,13.8,31.0,1019.1,Adelaide
22.0,0,1,13.299999999999999,42.0,1019.6,Adelaide
39.0,0,0,5.4,34.0,1021.4,Adelaide
26.0,0,0,10.600000000000001,43.0,1019.1,Adelaide
41.0,0,1,2.5,87.0,1006.5,Adelaide
20.0,0,0,13.3,41.0,1017.5,Adelaide
35.0,0,0,4.699999999999999,50.0,1017.0,Adelaide
22.0,0,1,12.799999999999999,34.0,1014.9,Adelaide
28.0,0,0,8.799999999999999,41.0,1017.5,Adelaide
39.0,0,1,14.3,43.0,1011.9,Adelaide
35.0,0,0,9.5,60.0,1017.1,Adelaide
35.0,0,0,11.5,38.0,1019.4,Adelaide
43.0,0,1,14.299999999999999,33.0,1010.2,Adelaide
54.0,0,1,5.4,54.0,1012.3,Adelaide
24.0,0,0,7.300000000000001,48.0,1020.5,Adelaide
48.0,0,0,13.5,27.0,1011.1,Adelaide
39.0,0,0,7.699999999999999,39.0,1019.3,Adelaide
30.0,0,1,0.8999999999999986,93.0,1016.6,Adelaide
24.0,0,0,5.1,76.0,1018.5,Adelaide
72.0,0,1,5.600000000000001,49.0,1001.2,Adelaide
59.0,0,1,5.0,58.0,1005.7,Adelaide
43.0,0,0,5.0,56.0,1015.5,Adelaide
26.0,0,1,8.8,67.0,1025.7,Adelaide
22.0,0,0,7.0,65.0,1030.6,Adelaide
24.0,0,0,6.5,55.0,1027.3,Adelaide
43.0,0,0,7.800000000000001,52.0,1018.0,Adelaide
46.0,0,1,5.5,62.0,1017.1,Adelaide
41.0,0,1,2.8000000000000007,71.0,1021.2,Adelaide
39.0,0,0,3.0,70.0,1019.9,Adelaide
31.0,0,0,5.9,55.0,1018.7,Adelaide
69.0,0,1,6.9,30.0,995.2,Adelaide
74.0,0,1,2.9000000000000004,88.0,1004.9,Adelaide
50.0,0,0,7.6000000000000005,75.0,1018.3,Adelaide
43.0,0,1,8.3,69.0,1018.0,Adelaide
31.0,0,0,7.7,71.0,1028.3,Adelaide
24.0,0,0,9.7,46.0,1031.5,Adelaide
33.0,0,1,5.800000000000001,47.0,1023.3,Adelaide
37.0,0,1,6.1000000000000005,65.0,1009.1,Adelaide
57.0,0,1,8.200000000000001,63.0,1011.6,Adelaide
46.0,0,0,8.899999999999999,52.0,1010.5,Adelaide
54.0,0,1,4.100000000000001,79.0,1019.7,Adelaide
54.0,0,1,7.800000000000001,68.0,1014.8,Adelaide
72.0,0,1,4.200000000000001,67.0,1009.3,Adelaide
24.0,0,0,7.1,77.0,1019.1,Adelaide
28.0,0,0,4.1,59.0,1021.1,Adelaide
30.0,0,0,5.299999999999999,88.0,1025.5,Adelaide
19.0,0,0,9.9,46.0,1029.4,Adelaide
26.0,0,0,11.6,59.0,1031.9,Adelaide
28.0,0,0,9.8,51.0,1032.2,Adelaide
26.0,0,0,7.199999999999999,53.0,1032.9,Adelaide
24.0,0,0,7.8,52.0,1029.2,Adelaide
33.0,0,0,13.3,41.0,1022.8,Adelaide
30.0,0,0,7.5,53.0,1017.0,Adelaide
39.0,0,1,5.700000000000001,50.0,1009.0,Adelaide
44.0,0,1,4.1,74.0,1006.9,Adelaide
41.0,0,0,7.4,67.0,1021.4,Adelaide
30.0,0,0,8.200000000000001,64.0,1023.9,Adelaide
39.0,0,1,6.800000000000001,93.0,1025.6,Adelaide
17.0,0,0,8.600000000000001,62.0,1031.2,Adelaide
30.0,0,0,11.899999999999999,55.0,1026.9,Adelaide
39.0,0,0,4.5,59.0,1015.6,Adelaide
43.0,0,1,7.399999999999999,88.0,1013.7,Adelaide
33.0,0,0,4.800000000000001,75.0,1020.1,Adelaide
52.0,0,1,7.9,52.0,1011.6,Adelaide
43.0,0,0,17.999999999999996,9.0,1017.1,Adelaide
39.0,0,0,4.899999999999999,65.0,1010.5,Adelaide
43.0,0,0,11.800000000000004,29.0,1016.1,Adelaide
30.0,0,0,19.1,15.0,1012.9,Adelaide
31.0,0,0,16.4,26.0,1007.0,Adelaide
43.0,0,0,13.200000000000003,46.0,1004.8,Adelaide
41.0,0,0,10.299999999999999,37.0,1015.9,Adelaide
26.0,0,0,14.4,20.0,1013.3,Adelaide
30.0,0,0,13.899999999999999,29.0,1015.7,Adelaide
46.0,0,0,9.8,40.0,1018.0,Adelaide
44.0,0,0,7.9,35.0,1021.1,Adelaide
37.0,0,0,9.6,46.0,1017.0,Adelaide
31.0,0,0,8.0,48.0,1014.5,Adelaide
30.0,0,0,15.600000000000001,20.0,1010.8,Adelaide
31.0,0,0,7.299999999999997,42.0,1014.0,Adelaide
28.0,0,0,13.299999999999999,40.0,1016.8,Adelaide
37.0,0,0,12.6,44.0,1014.6,Adelaide
39.0,0,0,12.399999999999999,40.0,1014.6,Adelaide
33.0,0,0,11.3,37.0,1020.2,Adelaide
37.0,0,0,17.799999999999997,23.0,1015.6,Adelaide
28.0,0,0,8.600000000000001,31.0,1015.4,Adelaide
35.0,0,0,18.400000000000002,21.0,1007.2,Adelaide
52.0,0,0,7.199999999999999,51.0,1002.5,Adelaide
33.0,0,0,10.399999999999999,44.0,1007.2,Adelaide
30.0,0,0,7.900000000000002,55.0,1015.5,Adelaide
54.0,0,0,7.699999999999999,47.0,1009.1,Adelaide
37.0,0,0,14.399999999999999,28.0,1013.5,Adelaide
48.0,0,0,5.899999999999999,43.0,1016.5,Adelaide
37.0,0,0,16.1,31.0,1020.4,Adelaide
39.0,0,0,12.599999999999998,36.0,1019.4,Adelaide
39.0,0,0,17.1,34.0,1019.1,Adelaide
37.0,0,0,23.0,16.0,1017.0,Adelaide
35.0,0,0,16.7,21.0,1015.4,Adelaide
30.0,0,0,14.8,27.0,1020.7,Adelaide
28.0,0,0,15.2,34.0,1021.7,Adelaide
31.0,0,0,21.099999999999998,21.0,1019.6,Adelaide
43.0,0,0,16.3,16.0,1018.4,Adelaide
39.0,0,0,11.4,31.0,1019.3,Adelaide
26.0,0,0,18.5,33.0,1016.7,Adelaide
37.0,0,0,15.100000000000001,15.0,1013.4,Adelaide
48.0,0,0,9.8,24.0,1012.0,Adelaide
44.0,0,0,10.400000000000002,48.0,1017.1,Adelaide
37.0,0,0,15.8,43.0,1016.2,Adelaide
28.0,0,0,16.4,31.0,1016.3,Adelaide
30.0,0,0,18.9,17.0,1012.9,Adelaide
31.0,0,0,14.899999999999999,21.0,1011.4,Adelaide
35.0,0,0,13.7,20.0,1008.9,Adelaide
35.0,0,0,16.6,20.0,1008.5,Adelaide
50.0,0,0,13.100000000000001,31.0,1016.0,Adelaide
43.0,0,0,9.100000000000001,41.0,1021.7,Adelaide
35.0,0,0,7.900000000000002,38.0,1022.0,Adelaide
26.0,0,0,19.5,14.0,1013.8,Adelaide
19.0,0,1,3.8000000000000007,86.0,1024.9,Adelaide
17.0,0,0,3.799999999999999,73.0,1016.0,Adelaide
37.0,0,1,6.5,74.0,1016.7,Adelaide
39.0,0,0,8.500000000000002,44.0,1033.6,Adelaide
31.0,0,0,10.899999999999999,38.0,1035.5,Adelaide
33.0,0,0,9.5,40.0,1029.3,Adelaide
20.0,0,0,13.1,45.0,1022.5,Adelaide
19.0,0,1,9.7,57.0,1014.4,Adelaide
52.0,0,1,3.6000000000000014,53.0,1007.4,Adelaide
40.6,0,0,9.700000000000001,49.6,1014.6,Adelaide
37.0,0,0,7.899999999999999,86.0,1015.4,Adelaide
35.0,0,0,7.000000000000002,62.0,1027.1,Adelaide
22.0,0,0,8.0,46.0,1028.4,Adelaide
30.0,0,0,9.2,39.0,1028.4,Adelaide
28.0,0,0,12.899999999999999,35.0,1025.5,Adelaide
22.0,0,0,14.7,43.0,1019.3,Adelaide
22.0,0,0,6.400000000000002,51.0,1018.0,Adelaide
20.0,0,0,9.6,51.0,1017.9,Adelaide
48.0,0,1,15.700000000000001,18.0,1004.4,Adelaide
67.0,0,1,5.5,48.0,1011.6,Adelaide
33.0,0,0,9.0,52.0,1024.4,Adelaide
30.0,0,0,10.899999999999999,33.0,1022.6,Adelaide
41.0,0,0,14.0,25.0,1011.3,Adelaide
22.0,0,0,10.1,34.0,1018.5,Adelaide
48.0,0,0,2.8000000000000007,50.0,1015.9,Adelaide
39.0,0,0,7.0,47.0,1021.4,Adelaide
63.0,0,0,10.6,34.0,1017.5,Adelaide
48.0,0,0,6.899999999999999,44.0,1026.3,Adelaide
28.0,0,0,6.799999999999999,57.0,1026.7,Adelaide
28.0,0,0,13.8,38.0,1022.4,Adelaide
22.0,0,0,12.4,33.0,1021.7,Adelaide
26.0,0,0,14.399999999999999,45.0,1023.6,Adelaide
26.0,0,0,18.4,16.0,1020.0,Adelaide
30.0,0,0,12.0,29.0,1015.8,Adelaide
44.0,0,0,13.2,30.0,1014.1,Adelaide
52.0,0,0,10.9,24.0,1020.5,Adelaide
26.0,0,0,14.5,27.0,1016.2,Adelaide
39.0,0,1,8.0,43.0,1012.2,Adelaide
63.0,0,1,4.6,57.0,1011.7,Adelaide
41.0,0,0,7.0,47.0,1022.7,Adelaide
31.0,0,0,9.999999999999998,52.0,1026.2,Adelaide
28.0,0,0,9.499999999999998,50.0,1025.4,Adelaide
20.0,0,0,12.599999999999998,51.0,1022.1,Adelaide
20.0,0,0,16.700000000000003,25.0,1018.1,Adelaide
39.0,0,0,7.899999999999999,32.0,1022.9,Adelaide
43.0,0,0,6.799999999999999,51.0,1017.8,Adelaide
46.0,0,0,9.8,40.0,1015.0,Adelaide
43.0,0,0,12.2,23.0,1013.7,Adelaide
39.0,0,0,21.999999999999996,11.0,1012.2,Adelaide
41.0,0,1,3.299999999999997,82.0,1007.6,Adelaide
24.0,0,1,12.600000000000001,27.0,1011.4,Adelaide
43.0,0,1,6.199999999999999,83.0,1006.9,Adelaide
39.0,0,0,15.7,32.0,1012.5,Adelaide
46.0,0,0,4.800000000000001,51.0,1015.0,Adelaide
31.0,0,0,11.1,31.0,1022.5,Adelaide
35.0,0,0,15.1,43.0,1021.3,Adelaide
31.0,0,0,15.400000000000002,25.0,1020.6,Adelaide
30.0,0,0,11.7,37.0,1020.9,Adelaide
30.0,0,0,19.700000000000003,23.0,1016.4,Adelaide
46.0,0,0,5.0,37.0,1005.7,Adelaide
31.0,0,0,7.100000000000001,48.0,1009.1,Adelaide
24.0,0,0,15.0,35.0,1008.9,Adelaide
35.0,0,0,12.199999999999996,36.0,1006.8,Adelaide
39.0,0,0,7.0,52.0,1012.2,Adelaide
37.0,0,0,9.5,51.0,1007.0,Adelaide
39.0,0,0,13.6,44.0,1009.7,Adelaide
30.0,0,0,17.4,29.0,1011.1,Adelaide
43.0,0,1,4.299999999999997,88.0,1011.8,Adelaide
30.0,0,0,20.1,11.0,1008.5,Adelaide
46.0,0,0,9.9,42.0,1016.9,Adelaide
31.0,0,0,11.0,39.0,1018.8,Adelaide
39.0,0,1,9.0,47.0,1006.4,Adelaide
26.0,0,0,10.0,51.0,1016.0,Adelaide
37.0,0,1,14.5,52.0,1008.7,Adelaide
57.0,0,0,5.899999999999999,47.0,1017.9,Adelaide
41.0,0,0,8.1,47.0,1019.4,Adelaide
28.0,0,0,12.900000000000002,35.0,1017.2,Adelaide
28.0,0,0,17.299999999999997,20.0,1013.0,Adelaide
48.0,0,1,21.1,17.0,1000.8,Adelaide
54.0,0,0,4.600000000000001,33.0,1018.3,Adelaide
33.0,0,0,7.999999999999998,38.0,1024.5,Adelaide
39.0,0,0,9.1,42.0,1016.6,Adelaide
46.0,0,0,16.200000000000003,14.0,1017.4,Adelaide
39.0,0,0,10.999999999999998,44.0,1021.3,Adelaide
28.0,0,0,19.2,16.0,1014.6,Adelaide
41.0,0,0,0.5999999999999979,47.0,1020.3,Adelaide
44.0,0,0,12.3,41.0,1022.8,Adelaide
35.0,0,0,16.700000000000003,30.0,1022.8,Adelaide
22.0,0,0,17.5,31.0,1018.3,Adelaide
22.0,0,0,21.799999999999997,11.0,1012.4,Adelaide
46.0,0,0,14.999999999999996,7.0,1006.4,Adelaide
37.0,0,0,3.5,46.0,1011.9,Adelaide
48.0,0,0,6.0,35.0,1018.7,Adelaide
43.0,0,0,19.2,13.0,1009.1,Adelaide
31.0,0,0,8.900000000000002,39.0,1009.5,Adelaide
31.0,0,0,14.2,38.0,1003.9,Adelaide
50.0,0,1,5.6,67.0,1010.1,Adelaide
35.0,0,0,13.700000000000001,51.0,1010.4,Adelaide
31.0,0,1,11.599999999999998,83.0,1005.1,Adelaide
50.0,0,1,1.8999999999999986,84.0,1004.5,Adelaide
41.0,0,0,6.399999999999999,51.0,1011.5,Adelaide
35.0,0,0,8.1,48.0,1012.7,Adelaide
35.0,0,0,12.400000000000002,48.0,1012.0,Adelaide
39.0,0,0,7.400000000000002,38.0,1015.3,Adelaide
37.0,0,0,10.0,41.0,1016.4,Adelaide
46.0,0,1,2.0,69.0,1007.8,Adelaide
31.0,0,0,15.899999999999999,28.0,1010.0,Adelaide
43.0,0,0,10.3,50.0,1010.0,Adelaide
37.0,0,0,16.0,42.0,1008.7,Adelaide
41.0,0,0,7.899999999999999,48.0,1008.7,Adelaide
54.0,0,0,10.2,46.0,1007.7,Adelaide
44.0,0,0,7.999999999999998,37.0,1014.3,Adelaide
39.0,0,0,6.499999999999998,45.0,1017.1,Adelaide
44.0,0,0,9.899999999999999,41.0,1016.4,Adelaide
43.0,0,0,12.4,33.0,1015.7,Adelaide
54.0,0,0,14.2,19.0,1015.5,Adelaide
46.0,0,0,12.400000000000002,46.0,998.8,Adelaide
52.0,0,1,5.399999999999999,64.0,1008.6,Adelaide
46.0,0,1,15.200000000000003,23.0,1008.7,Adelaide
48.0,0,0,15.7,25.0,1013.1,Adelaide
59.0,0,0,9.999999999999998,40.0,1005.6,Adelaide
31.0,0,0,12.499999999999998,30.0,1009.0,Adelaide
43.0,0,0,10.2,43.0,1012.9,Adelaide
41.0,0,0,12.7,44.0,1020.0,Adelaide
26.0,0,0,17.4,25.0,1015.2,Adelaide
35.0,0,0,18.900000000000002,18.0,1009.9,Adelaide
39.0,0,1,3.3999999999999986,51.0,1007.3,Adelaide
50.0,0,0,6.100000000000001,55.0,1015.3,Adelaide
39.0,0,0,11.600000000000001,45.0,1015.0,Adelaide
46.0,0,0,10.9,49.0,1013.2,Adelaide
35.0,0,0,13.2,30.0,1018.2,Adelaide
31.0,0,0,14.399999999999999,39.0,1018.1,Adelaide
30.0,0,1,17.099999999999998,23.0,1010.3,Adelaide
56.0,0,0,6.699999999999999,48.0,1010.4,Adelaide
41.0,0,0,7.5,55.0,1015.9,Adelaide
31.0,0,0,16.0,39.0,1013.4,Adelaide
31.0,0,0,21.9,20.0,1009.3,Adelaide
41.0,0,0,20.900000000000002,10.0,1006.7,Adelaide
56.0,0,0,13.800000000000004,17.0,1007.3,Adelaide
33.0,0,0,12.8,33.0,1014.8,Adelaide
50.0,0,0,16.7,28.0,1014.7,Adelaide
28.0,0,0,11.099999999999998,52.0,1014.6,Adelaide
44.0,0,1,6.499999999999998,64.0,1019.9,Adelaide
22.0,0,1,3.6000000000000014,72.0,1012.8,Adelaide
35.0,0,0,9.399999999999999,36.0,1014.7,Adelaide
26.0,0,0,12.200000000000001,63.0,1030.4,Adelaide
31.0,0,0,9.3,63.0,1029.4,Adelaide
48.0,0,0,6.599999999999998,65.0,1026.4,Adelaide
35.0,0,0,7.499999999999998,63.0,1025.0,Adelaide
44.0,0,0,9.900000000000002,39.0,1017.1,Adelaide
59.0,0,1,3.5999999999999996,82.0,1005.2,Adelaide
59.0,0,1,7.0,63.0,1016.4,Adelaide
39.0,0,1,6.4,94.0,1020.9,Adelaide
26.0,0,0,5.6,79.0,1026.9,Adelaide
24.0,0,0,9.299999999999999,58.0,1024.5,Adelaide
22.0,0,0,10.6,50.0,1033.4,Adelaide
24.0,0,0,11.3,43.0,1027.2,Adelaide
22.0,0,0,11.4,35.0,1026.0,Adelaide
31.0,0,1,7.799999999999999,88.0,1022.2,Adelaide
37.0,0,1,5.099999999999998,75.0,1015.3,Adelaide
43.0,0,1,4.400000000000002,72.0,1014.7,Adelaide
30.0,0,1,4.200000000000001,88.0,1020.9,Adelaide
28.0,0,0,5.4,62.0,1019.2,Adelaide
57.0,0,1,9.399999999999999,48.0,1007.2,Adelaide
76.0,0,1,4.1,66.0,999.9,Adelaide
30.0,0,0,11.6,41.0,1030.4,Adelaide
61.0,0,1,1.8000000000000007,63.0,1009.8,Adelaide
24.0,0,0,10.0,56.0,1020.0,Adelaide
30.0,0,0,10.900000000000002,44.0,1022.3,Adelaide
20.0,0,0,8.600000000000001,73.0,1027.7,Adelaide
22.0,0,0,5.299999999999999,60.0,1024.1,Adelaide
31.0,0,0,4.1,68.0,1016.7,Adelaide
44.0,0,1,6.299999999999999,66.0,1015.3,Adelaide
33.0,0,0,5.700000000000001,51.0,1025.5,Adelaide
26.0,0,0,10.900000000000002,50.0,1026.0,Adelaide
28.0,0,0,7.100000000000001,46.0,1019.8,Adelaide
35.0,0,0,8.9,59.0,1016.2,Adelaide
31.0,0,1,5.400000000000002,74.0,1010.1,Adelaide
31.0,0,0,12.7,44.0,1019.6,Adelaide
48.0,0,0,3.6999999999999993,64.0,1011.4,Adelaide
22.0,0,0,9.8,40.0,1020.1,Adelaide
22.0,0,0,9.0,57.0,1016.8,Adelaide
19.0,0,0,11.100000000000001,62.0,1020.4,Adelaide
22.0,0,0,13.4,45.0,1024.0,Adelaide
30.0,0,1,12.1,52.0,1018.9,Adelaide
44.0,0,1,5.9,68.0,1013.3,Adelaide
48.0,0,1,4.0,63.0,1015.3,Adelaide
59.0,0,0,5.0,55.0,1021.3,Adelaide
31.0,0,0,6.899999999999999,47.0,1023.1,Adelaide
33.0,0,1,4.700000000000001,73.0,1015.1,Adelaide
39.0,0,0,5.699999999999999,58.0,1025.1,Adelaide
65.0,0,1,6.2,70.0,1012.7,Adelaide
48.0,0,1,5.0,89.0,1020.7,Adelaide
59.0,0,1,7.0,88.0,1011.7,Adelaide
52.0,0,0,5.699999999999999,74.0,1020.3,Adelaide
33.0,0,1,9.600000000000001,61.0,1021.1,Adelaide
43.0,0,1,4.5,92.0,1014.4,Adelaide
41.0,0,1,5.4,92.0,1015.7,Adelaide
37.0,0,1,3.799999999999999,83.0,1020.8,Adelaide
22.0,0,0,4.699999999999999,61.0,1025.0,Adelaide
20.0,0,0,7.4,55.0,1023.9,Adelaide
30.0,0,0,13.3,51.0,1020.9,Adelaide
56.0,0,1,8.0,63.0,1009.7,Adelaide
39.0,0,0,14.7,28.0,1012.4,Adelaide
59.0,0,1,3.5,77.0,1003.7,Adelaide
37.0,0,0,8.7,41.0,1013.1,Adelaide
37.0,0,0,15.9,35.0,1014.2,Adelaide
43.0,0,0,11.2,32.0,1020.4,Adelaide
22.0,0,0,16.9,41.0,1026.0,Adelaide
33.0,0,0,13.100000000000001,19.0,1022.9,Adelaide
43.0,0,0,9.8,25.0,1016.5,Adelaide
24.0,0,1,0.3000000000000007,84.0,1026.2,Adelaide
20.0,0,0,2.8000000000000007,77.0,1025.2,Adelaide
54.0,0,1,11.200000000000001,57.0,1012.9,Adelaide
44.0,0,1,6.799999999999999,60.0,1012.0,Adelaide
69.0,0,1,7.699999999999999,80.0,999.4,Adelaide
56.0,0,0,3.4000000000000004,50.0,1015.5,Adelaide
24.0,0,0,10.399999999999999,66.0,1031.0,Adelaide
26.0,0,0,9.100000000000001,57.0,1031.2,Adelaide
35.0,0,0,8.399999999999999,55.0,1025.1,Adelaide
24.0,0,0,10.0,43.0,1023.0,Adelaide
43.0,0,0,9.600000000000001,42.0,1015.5,Adelaide
56.0,0,0,6.5,52.0,1012.6,Adelaide
41.0,0,1,6.300000000000001,67.0,1019.4,Adelaide
24.0,0,0,3.299999999999999,51.0,1023.9,Adelaide
22.0,0,0,4.300000000000001,52.0,1022.1,Adelaide
41.0,0,0,11.000000000000002,30.0,1017.9,Adelaide
35.0,0,1,14.4,32.0,1017.2,Adelaide
50.0,0,1,5.199999999999999,96.0,1014.0,Adelaide
35.0,0,0,9.700000000000001,62.0,1017.6,Adelaide
61.0,0,1,10.000000000000002,54.0,1009.0,Adelaide
31.0,0,1,2.3000000000000007,72.0,1012.8,Adelaide
48.0,0,0,4.5,49.0,1016.0,Adelaide
31.0,0,0,12.7,41.0,1016.3,Adelaide
39.0,0,1,12.8,42.0,1010.1,Adelaide
46.0,0,1,4.1,44.0,1011.7,Adelaide
46.0,0,1,6.400000000000002,60.0,1011.5,Adelaide
